Fund Holdings as of,13-Aug-21,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,
Issuer Ticker,Name,Asset Class,Weight (%),Price,Nominal,Market Value,Notional Value,Sector,ISIN,Coupon (%),Maturity,Exchange,Location,Market Currency,Duration
BARUK,BARCLAYS BANK UK PLC MTN RegS,Fixed Income,2.38,100.42,"16,450,000.00","16,522,745.87","16,522,745.87",Banking,XS1746306585,0.05,09-Jan-23,-,United Kingdom,GBP,0.03
KFW,KFW MTN RegS,Fixed Income,1.67,100.43,"11,500,000.00","11,590,856.47","11,590,856.47",Government Guaranteed,XS1548459178,0.88,15-Mar-22,-,Germany,GBP,0.59
ASIA,ASIAN DEVELOPMENT BANK MTN,Fixed Income,1.45,100.3,"10,000,000.00","10,031,660.48","10,031,660.48",Supranational,XS1891423078,0.05,12-Oct-23,-,Supranational,GBP,0.03
FMSWER,FMS WERTMANAGEMENT ANSTALT DES OEF RegS,Fixed Income,1.26,100.34,"8,700,000.00","8,767,211.58","8,767,211.58",Government Guaranteed,XS1564458195,0.88,14-Feb-22,-,Germany,GBP,0.51
EIB,EUROPEAN INVESTMENT BANK MTN RegS,Fixed Income,1.25,100.48,"8,600,000.00","8,645,610.81","8,645,610.81",Supranational,XS1848770407,0.4,29-Jun-23,-,Supranational,GBP,0.03
LLOYDS,LLOYDS BANK PLC RegS,Fixed Income,1.23,100.41,"8,500,000.00","8,539,328.72","8,539,328.72",Covered Other,XS1797949937,0.05,27-Mar-23,-,United Kingdom,GBP,0.13
DEXGRP,DEXIA CREDIT LOCAL SA MTN RegS,Fixed Income,1.22,100.74,"8,400,000.00","8,477,712.54","8,477,712.54",Government Guaranteed,XS1644575752,1.13,15-Jun-22,-,France,GBP,0.84
NWIDE,NATIONWIDE BUILDING SOCIETY MTN RegS,Fixed Income,1.21,100.33,"8,350,000.00","8,378,960.32","8,378,960.32",Covered Other,XS2035642102,0.48,02-Aug-22,-,United Kingdom,GBP,0.03
FMSWER,FMS WERTMANAGEMENT ANSTALT DES OEF MTN RegS,Fixed Income,1.2,100.07,"8,200,000.00","8,289,816.87","8,289,816.87",Government Guaranteed,XS1936220034,1.13,15-Sep-21,-,Germany,GBP,0.09
EDC,EXPORT DEVELOPMENT CANADA MTN RegS,Fixed Income,1.19,100.08,"8,250,000.00","8,257,935.76","8,257,935.76",Owned No Guarantee,XS1941795707,0.34,31-Jan-22,-,Canada,GBP,0.03
NRWBK,NRW BANK MTN RegS,Fixed Income,1.16,100.65,"8,000,000.00","8,065,318.71","8,065,318.71",Local Authority,XS1708493702,1,15-Jun-22,-,Germany,GBP,0.84
RY,ROYAL BANK OF CANADA MTN RegS,Fixed Income,1.15,100.07,"8,000,000.00","8,010,477.67","8,010,477.67",Covered Other,XS1733227554,0.31,08-Dec-22,-,Canada,GBP,0.07
IMBLN,IMPERIAL TOBACCO FINANCE PLC RegS,Fixed Income,1.15,104.18,"7,350,000.00","7,977,868.13","7,977,868.13",Consumer Non-Cyclical,XS0413493957,9,17-Feb-22,-,United Kingdom,GBP,0.51
KFW,KFW MTN RegS,Fixed Income,1.13,100.3,"7,750,000.00","7,832,355.05","7,832,355.05",Government Guaranteed,XS1932958603,1.13,07-Dec-21,-,Germany,GBP,0.32
SANUK,SANTANDER UK PLC MTN RegS,Fixed Income,1.12,101.35,"7,650,000.00","7,753,819.51","7,753,819.51",Covered Other,XS1949730557,0.78,12-Feb-24,-,United Kingdom,GBP,0.05
SANUK,SANTANDER UK PLC RegS,Fixed Income,1.09,100.16,"7,550,000.00","7,567,261.46","7,567,261.46",Covered Other,XS1719070390,0.05,16-Nov-22,-,United Kingdom,GBP,0.03
NIB,NORDIC INVESTMENT BANK MTN RegS,Fixed Income,1.04,100.09,"7,200,000.00","7,241,322.34","7,241,322.34",Supranational,XS1512676963,0.63,02-Nov-21,-,Supranational,GBP,0.22
EBRD,EUROPEAN BANK FOR RECONSTRUCTION A MTN,Fixed Income,1.04,100.45,"7,200,000.00","7,233,126.64","7,233,126.64",Supranational,XS1957351072,0.05,28-Feb-24,-,Supranational,GBP,0.04
NRW,NORDRHEIN-WESTFALEN LAND OF MTN RegS,Fixed Income,1.04,99.99,"7,200,000.00","7,199,786.71","7,199,786.71",Local Authority,XS1900543577,0.13,29-Oct-21,-,Germany,GBP,0.21
NWIDE,NATIONWIDE BUILDING SOCIETY MTN RegS,Fixed Income,1.02,101.47,"7,000,000.00","7,103,096.25","7,103,096.25",Covered Other,XS1933035286,0.05,10-Jan-24,-,United Kingdom,GBP,0.05
EIB,EUROPEAN INVESTMENT BANK MTN RegS,Fixed Income,1.02,100.06,"7,000,000.00","7,077,242.56","7,077,242.56",Supranational,XS1416470323,1.13,07-Sep-21,-,Supranational,GBP,0.07
TD,TORONTO-DOMINION BANK/THE MTN RegS,Fixed Income,1.01,100.33,"6,950,000.00","6,978,099.41","6,978,099.41",Covered Other,XS2016805496,0.05,24-Jun-22,-,Canada,GBP,0.03
EDC,EXPORT DEVELOPMENT CANADA MTN RegS,Fixed Income,1,99.89,"6,950,000.00","6,945,499.68","6,945,499.68",Government Guaranteed,XS1824425422,0.18,24-May-23,-,Canada,GBP,0.05
NWG,NATIONAL WESTMINSTER BANK PLC RegS,Fixed Income,0.97,100.74,"6,700,000.00","6,755,783.23","6,755,783.23",Covered Other,XS1967011336,0.65,22-Mar-23,-,United Kingdom,GBP,0.04
IBRD,INTERNATIONAL BANK FOR RECONSTRUCT,Fixed Income,0.97,100.28,"6,700,000.00","6,720,927.01","6,720,927.01",Supranational,XS1888933683,0.29,04-Oct-23,-,Supranational,GBP,0.03
IBRD,INTERNATIONAL BANK FOR RECONSTRUCT,Fixed Income,0.96,99.86,"6,700,000.00","6,692,714.86","6,692,714.86",Supranational,XS1823351348,0.13,22-May-23,-,Supranational,GBP,0.1
LLOYDS,LLOYDS BANK PLC RegS,Fixed Income,0.96,100.36,"6,650,000.00","6,674,759.32","6,674,759.32",Covered Other,XS2112332494,0.42,03-Feb-23,-,United Kingdom,GBP,0.03
RESFER,RESEAU FERRE DE FRANCE MTN RegS,Fixed Income,0.95,101.48,"6,250,000.00","6,583,153.12","6,583,153.12",Owned No Guarantee,XS0092663649,5.5,01-Dec-21,-,France,GBP,0.3
COE,COUNCIL OF EUROPE DEVELOPMENT BANK MTN RegS,Fixed Income,0.95,100.54,"6,500,000.00","6,565,259.13","6,565,259.13",Supranational,XS1936252748,1.13,17-Mar-22,-,Supranational,GBP,0.59
EIB,EUROPEAN INVESTMENT BANK MTN RegS,Fixed Income,0.87,100.09,"6,000,000.00","6,005,930.61","6,005,930.61",Supranational,XS1933001031,0.05,10-Jan-22,-,Supranational,GBP,0.03
WFC,WELLS FARGO & COMPANY MTN RegS,Fixed Income,0.86,101.09,"5,894,000.00","5,996,906.10","5,996,906.10",Banking,XS1221677476,2.13,22-Apr-22,-,United States,GBP,0.69
EDC,EXPORT DEVELOPMENT CANADA MTN RegS,Fixed Income,0.85,100.02,"5,900,000.00","5,901,176.85","5,901,176.85",Government Guaranteed,XS1698135669,0.05,13-Oct-22,-,Canada,GBP,0.03
IBRD,INTERNATIONAL BANK FOR RECONSTRUCT,Fixed Income,0.85,100.18,"5,845,000.00","5,885,197.46","5,885,197.46",Supranational,XS1548943064,0.75,07-Dec-21,-,Supranational,GBP,0.32
SANUK,SANTANDER UK PLC RegS,Fixed Income,0.83,100.03,"5,750,000.00","5,752,324.37","5,752,324.37",Covered Other,XS1880870784,0.05,20-Sep-21,-,United Kingdom,GBP,0.03
ANZ,AUSTRALIA & NEW ZEALAND BANKING GR MTN RegS,Fixed Income,0.82,100.25,"5,650,000.00","5,666,005.83","5,666,005.83",Covered Other,XS1937637236,0.73,24-Jan-22,-,Australia,GBP,0.03
AFDB,AFRICAN DEVELOPMENT BANK MTN,Fixed Income,0.81,100.22,"5,593,000.00","5,637,011.51","5,637,011.51",Supranational,XS1551677344,0.88,20-Dec-21,-,Supranational,GBP,0.35
TSBLN,TSB BANK PLC MTN RegS,Fixed Income,0.81,101.69,"5,500,000.00","5,604,904.25","5,604,904.25",Financial Other,XS1951430138,0.05,15-Feb-24,-,United Kingdom,GBP,0.05
NWIDE,NATIONWIDE BUILDING SOCIETY RegS,Fixed Income,0.8,100.47,"5,550,000.00","5,576,245.32","5,576,245.32",Covered Other,XS1806359714,0.05,12-Apr-23,-,United Kingdom,GBP,0.17
ALTA,ALBERTA (PROVINCE OF) MTN RegS,Fixed Income,0.77,100.16,"5,300,000.00","5,347,985.97","5,347,985.97",Local Authority,XS1570025111,1,15-Nov-21,-,Canada,GBP,0.26
RABOBK,COOPERATIEVE CENTRALE RAIFFEISEN-B MTN RegS,Fixed Income,0.77,101.19,"5,218,000.00","5,326,324.99","5,326,324.99",Banking,XS1205680785,2.25,23-Mar-22,-,Netherlands,GBP,0.61
SHBASS,STADSHYPOTEK AB MTN RegS,Fixed Income,0.76,100.14,"5,285,000.00","5,292,501.19","5,292,501.19",Banking,XS1747955174,0.05,11-Jan-23,-,Sweden,GBP,0.03
CM,CANADIAN IMPERIAL BANK OF COMMERCE RegS,Fixed Income,0.75,100.44,"5,200,000.00","5,224,074.80","5,224,074.80",Covered Other,XS2071492255,0.05,28-Oct-22,-,Canada,GBP,0.03
CS,CREDIT SUISSE GROUP FUNDING GUERNS RegS,Fixed Income,0.75,101.86,"5,075,000.00","5,202,051.91","5,202,051.91",Banking,XS1237961369,3,27-May-22,-,Switzerland,GBP,0.79
LEED,LEEDS BUILDING SOCIETY MTN RegS,Fixed Income,0.74,100.79,"5,100,000.00","5,143,218.45","5,143,218.45",Covered Other,XS1979287437,0.67,15-Apr-23,-,United Kingdom,GBP,0.04
WFC,WELLS FARGO & COMPANY MTN RegS,Fixed Income,0.73,100.72,"5,000,000.00","5,044,499.67","5,044,499.67",Banking,XS1651205152,1.38,30-Jun-22,-,United States,GBP,0.88
BNS,BANK OF NOVA SCOTIA MTN RegS,Fixed Income,0.71,100.18,"4,900,000.00","4,911,607.58","4,911,607.58",Covered Other,XS1747445481,0.36,10-Jan-23,-,Canada,GBP,0.16
IFC,INTERNATIONAL FINANCE CORP MTN,Fixed Income,0.7,100.08,"4,850,000.00","4,854,197.44","4,854,197.44",Supranational,XS1935017530,0.05,18-Jan-22,-,Supranational,GBP,0.03
GLENLN,GLENCORE FINANCE (EUROPE) LTD MTN RegS,Fixed Income,0.68,103.34,"4,500,000.00","4,747,993.34","4,747,993.34",Basic Industry,XS0767865263,6,03-Apr-22,-,Switzerland,GBP,0.64
MET,METROPOLITAN LIFE GLOBAL FUNDING I MTN RegS,Fixed Income,0.68,100.25,"4,727,000.00","4,747,546.49","4,747,546.49",Insurance,XS1594302355,1.13,15-Dec-21,-,United States,GBP,0.34
OKB,OESTERREICHISCHE KONTROLLBANK AG MTN RegS,Fixed Income,0.68,100.31,"4,700,000.00","4,729,798.11","4,729,798.11",Government Guaranteed,XS1622417290,0.75,07-Mar-22,-,Austria,GBP,0.56
CLYDES,CLYDESDALE BANK PLC MTN RegS,Fixed Income,0.68,101.33,"4,650,000.00","4,719,129.48","4,719,129.48",Banking,XS1968589116,0.05,22-Mar-24,-,United Kingdom,GBP,0.05
BNG,BANK NEDERLANDSE GEMEENTEN NV MTN RegS,Fixed Income,0.67,100.47,"4,600,000.00","4,640,653.36","4,640,653.36",Owned No Guarantee,XS1548897013,1,15-Mar-22,-,Netherlands,GBP,0.59
ASIA,ASIAN DEVELOPMENT BANK MTN,Fixed Income,0.67,100.42,"4,600,000.00","4,621,783.59","4,621,783.59",Supranational,XS1962589815,0.34,19-Mar-24,-,Supranational,GBP,0.04
EBRD,EUROPEAN BANK FOR RECONSTRUCTION A MTN,Fixed Income,0.66,99.81,"4,600,000.00","4,591,551.00","4,591,551.00",Supranational,XS1861076757,0.12,31-Jul-23,-,Supranational,GBP,0.25
NAB,NATIONAL AUSTRALIA BANK LTD MTN RegS,Fixed Income,0.66,101.48,"4,350,000.00","4,565,394.19","4,565,394.19",Banking,XS0472503589,5.13,09-Dec-21,-,Australia,GBP,0.32
DT,DEUTSCHE TELEKOM INTERNATIONAL FIN MTN RegS,Fixed Income,0.66,103.86,"4,300,000.00","4,563,428.48","4,563,428.48",Communications,XS0423048247,6.5,08-Apr-22,-,Germany,GBP,0.65
SHBASS,SVENSKA HANDELSBANKEN AB MTN RegS,Fixed Income,0.66,101.15,"4,500,000.00","4,563,008.78","4,563,008.78",Banking,XS1839146260,1.63,18-Jun-22,-,Sweden,GBP,0.85
COVBS,COVENTRY BUILDING SOCIETY MTN RegS,Fixed Income,0.66,101.04,"4,500,000.00","4,546,796.85","4,546,796.85",Covered Other,XS1908278440,0.05,13-Nov-23,-,United Kingdom,GBP,0.04
BARUK,BARCLAYS BANK UK PLC MTN RegS,Fixed Income,0.65,100.61,"4,500,000.00","4,528,041.14","4,528,041.14",Banking,XS1996333925,0.05,15-May-23,-,United Kingdom,GBP,0.03
EBRD,EUROPEAN BANK FOR RECONSTRUCTION A MTN,Fixed Income,0.65,100.21,"4,500,000.00","4,509,752.72","4,509,752.72",Supranational,XS2124858700,0.05,27-Feb-23,-,Supranational,GBP,0.03
TD,TORONTO-DOMINION BANK/THE MTN RegS,Fixed Income,0.65,100.11,"4,500,000.00","4,505,737.56","4,505,737.56",Covered Other,XS1759748491,0.05,30-Jan-23,-,Canada,GBP,0.21
ABNANV,ABN AMRO BANK NV MTN RegS,Fixed Income,0.64,100.87,"4,400,000.00","4,449,432.58","4,449,432.58",Banking,XS1701271709,1.38,07-Jun-22,-,Netherlands,GBP,0.81
BAC,BANK OF AMERICA CORP MTN RegS,Fixed Income,0.64,100.43,"4,300,000.00","4,427,577.74","4,427,577.74",Banking,XS0453820366,6.13,15-Sep-21,-,United States,GBP,0.09
CM,CANADIAN IMPERIAL BANK OF COMMERCE RegS,Fixed Income,0.62,100.12,"4,300,000.00","4,306,927.76","4,306,927.76",Covered Other,XS1543100702,0.51,10-Jan-22,-,Canada,GBP,0.16
BNG,BANK NEDERLANDSE GEMEENTEN NV MTN RegS,Fixed Income,0.62,100.66,"4,241,000.00","4,275,731.86","4,275,731.86",Owned No Guarantee,XS1753043980,1,17-Jun-22,-,Netherlands,GBP,0.84
SPABOL,SPAREBANK 1 BOLIGKREDITT AS RegS,Fixed Income,0.61,100.12,"4,200,000.00","4,205,424.01","4,205,424.01",Banking,XS1716371049,0.05,14-Nov-22,-,Norway,GBP,0.03
DAIGR,DAIMLER INTERNATIONAL FINANCE BV MTN RegS,Fixed Income,0.61,100.42,"4,150,000.00","4,203,792.42","4,203,792.42",Consumer Cyclical,XS1550144072,1.5,13-Jan-22,-,Germany,GBP,0.42
EOANGR,EON INTERNATIONAL FINANCE BV MTN RegS,Fixed Income,0.61,104.43,"4,000,000.00","4,199,941.31","4,199,941.31",Electric,XS0437307464,5.5,06-Jul-22,-,Germany,GBP,0.9
SWEDA,SWEDBANK AB MTN RegS,Fixed Income,0.6,100.38,"4,095,000.00","4,142,486.33","4,142,486.33",Banking,XS1689549217,1.25,29-Dec-21,-,Sweden,GBP,0.38
WSTP,WESTPAC BANKING CORP MTN RegS,Fixed Income,0.59,100.15,"4,100,000.00","4,106,453.69","4,106,453.69",Covered Other,XS1753807368,0.37,18-Jan-23,-,Australia,GBP,0.03
IBRD,INTERNATIONAL BANK FOR RECONSTRUCT,Fixed Income,0.58,100.18,"4,000,000.00","4,007,485.81","4,007,485.81",Supranational,XS2010678808,0.05,13-Dec-22,-,Supranational,GBP,0.03
LLOYDS,LLOYDS BANK PLC MTN RegS,Fixed Income,0.57,100.03,"3,950,000.00","3,952,613.71","3,952,613.71",Covered Other,XS1878123303,0.05,13-Sep-21,-,United Kingdom,GBP,0.03
AVLN,FRIENDS PROVIDENT HOLDINGS (UK) LT RegS,Fixed Income,0.57,105.17,"3,650,000.00","3,932,768.87","3,932,768.87",Insurance,XS0620022128,8.25,21-Apr-22,-,United Kingdom,GBP,0.69
TSBLN,TSB BANK PLC RegS,Fixed Income,0.56,100.27,"3,900,000.00","3,913,660.77","3,913,660.77",Mortgage Collateralized,XS1729158508,0.42,07-Dec-22,-,United Kingdom,GBP,0.03
KFW,KFW MTN RegS,Fixed Income,0.56,102.57,"3,800,000.00","3,903,954.08","3,903,954.08",Government Guaranteed,XS2351140202,0.05,14-Jun-24,-,Germany,GBP,0.07
SKIPTN,SKIPTON BUILDING SOCIETY MTN RegS,Fixed Income,0.56,100.39,"3,850,000.00","3,865,643.18","3,865,643.18",Covered Other,XS1815379497,0.45,02-May-23,-,United Kingdom,GBP,0.03
SCGAU,SCENTRE GROUP TRUST 1 / SCENTRE GR MTN RegS,Fixed Income,0.55,100.78,"3,750,000.00","3,810,057.74","3,810,057.74",Reits,XS1215153930,2.38,08-Apr-22,-,Australia,GBP,0.42
YBS,YORKSHIRE BUILDING SOCIETY RegS,Fixed Income,0.55,100.97,"3,750,000.00","3,786,979.38","3,786,979.38",Covered Other,XS1910867081,0.05,19-Nov-23,-,United Kingdom,GBP,0.04
PBBGR,DEUTSCHE PFANDBRIEFBANK AG RegS,Fixed Income,0.54,102,"3,700,000.00","3,776,094.55","3,776,094.55",Covered Other,DE000A3H2Z80,0.05,26-Apr-24,-,Germany,GBP,0.07
VW,VOLKSWAGEN FINANCIAL SERVICES N.V. MTN RegS,Fixed Income,0.54,100.07,"3,700,000.00","3,767,066.03","3,767,066.03",Consumer Cyclical,XS1853394598,1.88,07-Sep-21,-,Germany,GBP,0.07
PBBGR,DEUTSCHE PFANDBRIEFBANK AG MTN RegS,Fixed Income,0.54,101.61,"3,700,000.00","3,764,250.28","3,764,250.28",Covered Other,DE000A289PQ3,1.05,29-Sep-23,-,Germany,GBP,0.05
BMO,BANK OF MONTREAL MTN RegS,Fixed Income,0.54,100.21,"3,750,000.00","3,758,205.99","3,758,205.99",Covered Other,XS1807402877,0.05,16-Apr-23,-,Canada,GBP,0.19
UU,UNITED UTILITIES WATER PLC MTN,Fixed Income,0.53,103.22,"3,475,000.00","3,663,990.06","3,663,990.06",Utility Other,XS0419346977,5.75,25-Mar-22,-,United Kingdom,GBP,0.61
